loc_rowid,hostname,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_mass,st_dist
25895,Kepler-583,1,Transit,6.5100253,0.0689,,5638,1.03,867.271
25896,Kepler-583,1,Transit,6.5100253,0.0689,,5638,1.03,867.271
25897,Kepler-583,1,Transit,6.5100253,,,5523,0.94,867.271
25898,Kepler-583,1,Transit,6.51003001,,,5329,0.92,867.271
25899,Kepler-583,1,Transit,6.51005009,,,5329,0.92,867.271
25900,Kepler-583,1,Transit,6.51004048,,,5329,0.92,867.271
25901,Kepler-583,1,Transit,,,,5638,,867.271
25902,Kepler-583,1,Transit,6.510036,0.064,,5482,0.83,867.271
25903,Kepler-584,1,Transit,35.1810304,0.2237,,6466,1.21,1848.84
25904,Kepler-584,1,Transit,35.18105723,0.2281,,6520,1.28,1848.84
25905,Kepler-584,1,Transit,35.1810304,0.2237,,6466,1.21,1848.84
25906,Kepler-584,1,Transit,35.18112,0.223,,6491,1.2,1848.84
25907,Kepler-584,1,Transit,35.1810304,0.2237,,6466,1.21,1848.84
25908,Kepler-584,1,Transit,35.18105723,,,6167,1.18,1848.84
25909,Kepler-584,1,Transit,35.18103123,,,6167,1.18,1848.84
25910,Kepler-584,1,Transit,35.1810304,,,6195,1.17,1848.84
25911,Kepler-584,1,Transit,,,,6519,,1848.84
25912,Kepler-584,1,Transit,35.1808248,,,6167,1.18,1848.84
25913,Kepler-585,1,Transit,2.75235969,0.0375,,5461,0.93,585.187
25914,Kepler-585,1,Transit,2.75235975,0.0384,,5749,0.99,585.187
25915,Kepler-585,1,Transit,2.75236021,,,5481.48,0.96,585.187
25916,Kepler-585,1,Transit,2.7523623,0.037,,5669,0.89,585.187
25917,Kepler-585,1,Transit,2.75235969,,,5481.48,0.96,585.187
25918,Kepler-585,1,Transit,,,,5542,,585.187
25919,Kepler-585,1,Transit,2.75236312,,,5481.48,0.96,585.187
25920,Kepler-585,1,Transit,2.75235975,0.0384,,5749,0.99,585.187
25921,Kepler-585,1,Transit,2.75235975,0.0384,,5749,0.99,585.187
25922,Kepler-585,1,Transit,2.75235975,,,5593,0.96,585.187
25923,Kepler-586,1,Transit,2.10472218,0.0331,,5705,1.09,693.766
25924,Kepler-586,1,Transit,2.10472218,0.0331,,5705,1.09,693.766
25925,Kepler-586,1,Transit,2.10472197,,,5261.33,0.9,693.766
25926,Kepler-586,1,Transit,,,,5712,,693.766
25927,Kepler-586,1,Transit,2.10472218,0.0331,,5705,1.09,693.766
25928,Kepler-586,1,Transit,2.10472197,0.0331,,5703,1.09,693.766
25929,Kepler-586,1,Transit,2.10472218,,,5575,0.94,693.766
25930,Kepler-586,1,Transit,2.10472182,,,5261.33,0.9,693.766
25931,Kepler-586,1,Transit,2.10472072,,,5261.33,0.9,693.766
25932,Kepler-586,1,Transit,2.1047142,0.031,,5526,0.9,693.766
25933,Kepler-587,1,Transit,10.94027841,0.0955,,5757,0.97,787.894
25934,Kepler-587,1,Transit,10.940266,0.095,,5723,0.96,787.894
25935,Kepler-587,1,Transit,,,,5755,,787.894
25936,Kepler-587,1,Transit,10.94026745,,,5467,0.96,787.894
25937,Kepler-587,1,Transit,10.94030197,,,5467,0.96,787.894
25938,Kepler-587,1,Transit,10.94024227,,,5467,0.96,787.894
25939,Kepler-587,1,Transit,10.94027841,0.0955,,5757,0.97,787.894
25940,Kepler-587,1,Transit,10.94027841,,,5549,0.92,787.894
25941,Kepler-587,1,Transit,10.94027841,0.0955,,5757,0.97,787.894
25942,Kepler-587,1,Transit,10.94026745,0.0952,,5749,0.96,787.894
25943,Kepler-588,1,Transit,4.22162536,0.052,,6123,1.05,1209.4
25944,Kepler-588,1,Transit,4.22162338,,,5742,1.03,1209.4
25945,Kepler-588,1,Transit,4.22162536,,,5835,1.01,1209.4
25946,Kepler-588,1,Transit,4.22162536,0.052,,6123,1.05,1209.4
25947,Kepler-588,1,Transit,4.22162536,0.052,,6123,1.05,1209.4
25948,Kepler-588,1,Transit,4.22162619,,,5742,1.03,1209.4
25949,Kepler-588,1,Transit,4.221644,0.052,,6115,1.07,1209.4
25950,Kepler-588,1,Transit,4.22162342,,,5742,1.03,1209.4
25951,Kepler-588,1,Transit,,,,6128,,1209.4
25952,Kepler-588,1,Transit,4.22162619,0.052,,6123,1.05,1209.4
25953,Kepler-589,2,Transit,16.54964934,0.1196,,5372,0.83,612.803
25954,Kepler-589,2,Transit,,,,5377,,612.803
25955,Kepler-589,2,Transit,16.549414,0.118,,5337,0.8,612.803
25956,Kepler-589,2,Transit,16.54967098,0.1196,,5372,0.83,612.803
25957,Kepler-589,2,Transit,16.54967098,,,5262,0.9,612.803
25958,Kepler-589,2,Transit,16.54964934,0.1196,,5372,0.83,612.803
25959,Kepler-589,2,Transit,16.54964934,,,5296,0.88,612.803
25960,Kepler-589,2,Transit,16.54964563,,,5262,0.9,612.803
25961,Kepler-589,2,Transit,16.54964644,,,5262,0.9,612.803
25962,Kepler-589,2,Transit,16.54964934,0.1196,,5372,0.83,612.803
25963,Kepler-589,2,Transit,3.52467888,,,5262,0.9,612.803
25964,Kepler-589,2,Transit,3.52468054,0.0426,,5372,0.83,612.803
25965,Kepler-589,2,Transit,3.52467888,0.0426,,5372,0.83,612.803
25966,Kepler-589,2,Transit,3.52468054,0.0426,,5372,0.83,612.803
25967,Kepler-589,2,Transit,3.52468054,0.0426,,5372,0.83,612.803
25968,Kepler-589,2,Transit,3.52467,0.042,,5337,0.8,612.803
25969,Kepler-589,2,Transit,3.52466011,,,5372,0.83,612.803
25970,Kepler-59,2,Transit,11.86880387,,,6023,1.12,1163.22
25971,Kepler-59,2,Transit,11.8691507,0.1042,,6305,1.07,1163.22
25972,Kepler-59,2,Transit,11.86817,0.106,,6314,1.14,1163.22
25973,Kepler-59,2,Transit,11.8691507,0.1042,,6305,1.07,1163.22
25974,Kepler-59,2,Transit,11.8691507,0.1042,,6305,1.07,1163.22
25975,Kepler-59,2,Transit,11.8693144,0.104,,6296,1.07,1163.22
25976,Kepler-59,2,Transit,11.8693144,,,6023,1.12,1163.22
25977,Kepler-59,2,Transit,11.8681707,,,6074,1.04,1163.22
25978,Kepler-59,2,Transit,,,,5884,,1163.22
25979,Kepler-59,2,Transit,11.8691507,,,6085,1.12,1163.22
25980,Kepler-59,2,Transit,17.98012,0.14,,6314,1.14,1163.22
25981,Kepler-59,2,Transit,17.9776157,0.1375,,6305,1.07,1163.22
25982,Kepler-59,2,Transit,17.9776037,0.1372,,6296,1.07,1163.22
25983,Kepler-59,2,Transit,17.9776157,,,6085,1.12,1163.22
25984,Kepler-59,2,Transit,17.9776037,,,6023,1.12,1163.22
25985,Kepler-59,2,Transit,,,,5884,,1163.22
25986,Kepler-59,2,Transit,17.9776157,0.1375,,6305,1.07,1163.22
25987,Kepler-59,2,Transit,17.97759021,,,6023,1.12,1163.22
25988,Kepler-59,2,Transit,17.9801235,,,6074,1.04,1163.22
25989,Kepler-59,2,Transit,17.9776157,0.1375,,6305,1.07,1163.22
25990,Kepler-590,1,Transit,5.85296257,0.0647,,6050,1.05,1421.81
25991,Kepler-590,1,Transit,5.852981,0.064,,6021,1.02,1421.81
25992,Kepler-590,1,Transit,5.85296257,0.0647,,6050,1.05,1421.81
25993,Kepler-590,1,Transit,5.85296885,,,5799.81,1.04,1421.81
25994,Kepler-590,1,Transit,,,,6052,,1421.81
25995,Kepler-590,1,Transit,5.85296885,0.0647,,6050,1.05,1421.81
25996,Kepler-590,1,Transit,5.85296257,0.0647,,6050,1.05,1421.81
25997,Kepler-590,1,Transit,5.85296355,,,5799.81,1.04,1421.81
25998,Kepler-590,1,Transit,5.85296623,,,5799.81,1.04,1421.81
25999,Kepler-590,1,Transit,5.85296257,,,6000,1.1,1421.81
26000,Kepler-591,1,Transit,,,,5458,,785.137
26001,Kepler-591,1,Transit,81.1694299,,,5677,0.97,785.137
26002,Kepler-591,1,Transit,81.16951302,,,5583.99,0.99,785.137
26003,Kepler-591,1,Transit,81.1694299,0.3719,,5865,1.04,785.137
26004,Kepler-591,1,Transit,81.16970221,,,5583.99,0.99,785.137
26005,Kepler-591,1,Transit,81.1694299,0.3719,,5865,1.04,785.137
26006,Kepler-591,1,Transit,81.1701587,0.3554,,5460,0.91,785.137
26007,Kepler-591,1,Transit,81.1701587,,,5583.99,0.99,785.137
26008,Kepler-591,1,Transit,81.1694299,0.3719,,5865,1.04,785.137
26009,Kepler-591,1,Transit,81.1699,0.365,,5803,0.98,785.137
26010,Kepler-592,1,Transit,2.82021,0.04,,6107,1.07,1153.13
26011,Kepler-592,1,Transit,2.82019241,0.0397,,6091,1.04,1153.13
26012,Kepler-592,1,Transit,2.8201906,,,5936,1.08,1153.13
26013,Kepler-592,1,Transit,,,,5832,,1153.13
26014,Kepler-592,1,Transit,2.82019054,,,5936,1.08,1153.13
26015,Kepler-592,1,Transit,2.82018502,,,5936,1.08,1153.13
26016,Kepler-592,1,Transit,2.82019241,0.0397,,6091,1.04,1153.13
26017,Kepler-592,1,Transit,2.8201906,0.0397,,5831,1.05,1153.13
26018,Kepler-592,1,Transit,2.82019241,,,5913,1.04,1153.13
26019,Kepler-592,1,Transit,2.82019241,0.0397,,6091,1.04,1153.13
26020,Kepler-593,1,Transit,21.21710588,,,5902.23,1.07,973.76
26021,Kepler-593,1,Transit,21.21708973,,,5967,1.08,973.76
26022,Kepler-593,1,Transit,21.21708973,0.1508,,6191,1.01,973.76
26023,Kepler-593,1,Transit,,,,6196,,973.76
26024,Kepler-593,1,Transit,21.21708973,0.1508,,6191,1.01,973.76
26025,Kepler-593,1,Transit,21.21712312,0.1508,,6191,1.01,973.76
26026,Kepler-593,1,Transit,21.21711,0.155,,6202,1.09,973.76
26027,Kepler-593,1,Transit,21.21712312,,,5902.23,1.07,973.76
26028,Kepler-593,1,Transit,21.21716775,,,5902.23,1.07,973.76
26029,Kepler-593,1,Transit,21.21708973,0.1508,,6191,1.01,973.76
26030,Kepler-594,1,Transit,13.64618192,0.1086,,5575,0.92,769.2
26031,Kepler-594,1,Transit,13.64617478,0.1089,,5569,0.93,769.2
26032,Kepler-594,1,Transit,13.64618192,0.1086,,5575,0.92,769.2
26033,Kepler-594,1,Transit,13.64622009,,,5282.95,0.91,769.2
26034,Kepler-594,1,Transit,13.64617478,,,5282.95,0.91,769.2
26035,Kepler-594,1,Transit,13.64614318,,,5282.95,0.91,769.2
26036,Kepler-594,1,Transit,13.64618192,0.1086,,5575,0.92,769.2
26037,Kepler-594,1,Transit,,,,5566,,769.2
26038,Kepler-594,1,Transit,13.64618192,,,5485,0.91,769.2
26039,Kepler-594,1,Transit,13.64625,0.108,,5540,0.91,769.2
26040,Kepler-595,2,Transit,25.30288275,,,5138.5,0.87,643.009
26041,Kepler-595,2,Transit,25.30292332,0.1648,,5271,0.93,643.009
26042,Kepler-595,2,Transit,25.30291816,0.1582,,5121,0.82,643.009
26043,Kepler-595,2,Transit,25.30292332,,,5247,0.87,643.009
26044,Kepler-595,2,Transit,25.30292332,0.1648,,5271,0.93,643.009
26045,Kepler-595,2,Transit,25.3029092,,0.05475,,0.93,643.009
26046,Kepler-595,2,Transit,,,,5108,,643.009
26047,Kepler-595,2,Transit,25.302868,0.157,,5171,0.81,643.009
26048,Kepler-595,2,Transit,25.30292332,0.1648,,5271,0.93,643.009
26049,Kepler-595,2,Transit,25.30291816,,,5138.5,0.87,643.009
26050,Kepler-595,2,Transit,12.3860474,,,5138.5,0.87,643.009
26051,Kepler-595,2,Transit,12.38602,,0.01038,,0.93,643.009
26052,Kepler-595,2,Transit,12.3860474,0.0983,,5121,0.82,643.009
26053,Kepler-596,1,Transit,21.30022655,0.1542,,6343,1.07,1023.85
26054,Kepler-596,1,Transit,21.30019553,,,6098,1.15,1023.85
26055,Kepler-596,1,Transit,21.30022655,0.1542,,6343,1.07,1023.85
26056,Kepler-596,1,Transit,21.30003,0.158,,6354,1.16,1023.85
26057,Kepler-596,1,Transit,21.30022655,,,6267,1.21,1023.85
26058,Kepler-596,1,Transit,,,,5984,,1023.85
26059,Kepler-596,1,Transit,21.30020491,,,6098,1.15,1023.85
26060,Kepler-596,1,Transit,21.30020491,0.156,,6008,1.12,1023.85
26061,Kepler-596,1,Transit,21.30022655,0.1542,,6343,1.07,1023.85
26062,Kepler-596,1,Transit,21.30025418,,,6098,1.15,1023.85
26063,Kepler-597,1,Transit,13.02365861,0.107,,5870,0.96,663.418
26064,Kepler-597,1,Transit,13.02368089,,,5652.97,1,663.418
26065,Kepler-597,1,Transit,13.02347295,,,5652.97,1,663.418
26066,Kepler-597,1,Transit,13.02363236,0.1056,,5627,0.93,663.418
26067,Kepler-597,1,Transit,13.02363236,,,5652.97,1,663.418
26068,Kepler-597,1,Transit,13.02365861,,,5683,0.97,663.418
26069,Kepler-597,1,Transit,,,,5695,,663.418
26070,Kepler-597,1,Transit,13.02365861,0.107,,5870,0.96,663.418
26071,Kepler-597,1,Transit,13.02365861,0.107,,5870,0.96,663.418
26072,Kepler-597,1,Transit,13.023636,0.108,,5870,1,663.418
26073,Kepler-598,2,Transit,3.70175428,0.0438,,5252,0.81,681.086
26074,Kepler-598,2,Transit,3.70176812,,,5245,0.9,681.086
26075,Kepler-598,2,Transit,3.7017654,0.0438,,5252,0.81,681.086
26076,Kepler-598,2,Transit,3.70175428,,,5307,0.87,681.086
26077,Kepler-598,2,Transit,3.70175428,0.0438,,5252,0.81,681.086
26078,Kepler-598,2,Transit,3.70175428,0.0438,,5252,0.81,681.086
26079,Kepler-598,2,Transit,,,,5274,,681.086
26080,Kepler-598,2,Transit,3.70173,0.044,,5245,0.85,681.086
26081,Kepler-598,2,Transit,3.7017654,,,5245,0.9,681.086
26082,Kepler-598,2,Transit,86.4926,0.363,,5245,0.85,681.086
26083,Kepler-598,2,Transit,86.4945,,,5245,0.9,681.086
26084,Kepler-598,2,Transit,86.49482304,,,5245,0.9,681.086
26085,Kepler-598,2,Transit,86.4943704,,,5245,0.9,681.086
26086,Kepler-598,2,Transit,86.4943704,0.3576,,5252,0.81,681.086
26087,Kepler-598,2,Transit,86.4947807,0.3576,,5252,0.81,681.086
26088,Kepler-598,2,Transit,86.4947807,0.3576,,5252,0.81,681.086
26089,Kepler-598,2,Transit,86.4947807,0.3576,,5252,0.81,681.086
26090,Kepler-599,1,Transit,15.65562652,0.1128,,5185,0.78,558.517
26091,Kepler-599,1,Transit,15.6556691,,,5007,0.83,558.517
26092,Kepler-599,1,Transit,,,,5177,,558.517
26093,Kepler-599,1,Transit,15.65562652,,,5127,0.83,558.517
26094,Kepler-599,1,Transit,15.65563866,,,5007,0.83,558.517
